YEAR,STATE,ABBREV,CODE,ELECTORS,BALLOTS,ABSTAIN,BLANK,INVALID,VALID,PT,PMDB,PSDB,PFL,PP,PPrB,PPoB,PPR,PSB,PDT,PTB,PL,PPS,PV,PCdoB,PSC,PSOL,PRONA,PMN,PTC,PHS,PSDC,PSD,PTdoB,PAN,PRB,PSocL,PSolL,PRepP,PRenP,PRTB,PTraN,PTanN,PSTU,PCB,PCO,DEM,PR,PST  ,PSD  ,PGT  ,PSN  ,PRN  ,PDS ,PDC ,PTR ,PRS ,PCN ,PAS ,PD ,PLH ,PNT ,PSU ,PAP ,PS ,PEB ,PBM ,PMB,PH,PMC,PASART,PND,PRT,PNR,PJ,PN,PDI,PEN,PPL,PROS,PRP,PSL,PTN,SD
1994,Maranhão ,MA,21,2615445,1817179,798266,375678,399032,1043528,78621,250649,77336,336534,85786,,,46776,33638,76701,294,1738,776,  ,370,43005,,  ,3469,,,,1152,  ,,,,,5309,,877,,,383,  ,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Piauí ,PI,22,1631161,1268153,363008,239855,238200,790350,60638,139327,11925,292505,75072,,,160365,8645,2042,23093,1248,19,  ,14534,  ,,  ,937,,,,  ,  ,,,,,  ,,  ,,,  ,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Ceará ,CE,23,4006533,3124785,881748,569999,609986,1945365,90355,437829,910649,125587,139365,,,44311,28040,51700,3037,3561,1026,  ,91909,6502,,3311,2304,,,,2487,  ,,,,,  ,,  ,,,2463,929,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Rio Grande do Norte ,RN,24,1491112,1254124,236988,248601,268901,736845,46190,166097,118941,327665,12,,,4997,8691,11592,106,41548,130,577,4982,2051,,  ,536,,,,  ,  ,,,,,  ,,  ,,,2730,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Paraíba ,PB,25,2091506,1619649,471857,308186,356319,955553,43490,483803,22337,184545,70,,,59471,1130,108000,33906,11791,40,7,3248,26,,  ,  ,,,,19,  ,,,,,10,,  ,,,700,  ,,,,,,,,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Pernambuco ,PE,26,4467948,3523982,943966,685139,985395,1853633,172470,42498,95162,779194,36702,,,5407,462931,91949,19494,17787,19788,179,12564,3346,,  ,55332,,,,5109,  ,,,,,254,,  ,,,1656,  ,,,,,,,,31811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Alagoas ,AL,27,1156990,979067,177923,206617,282427,489898,16682,93603,63485,35967,91880,,,39799,5141,1325,42086,13084,2780,  ,3831,32623,,  ,624,,,,43189,  ,,,,,953,,  ,,,1345,  ,,,,,,,,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Sergipe ,SE,28,942246,778627,163619,140356,169718,468515,33334,99232,28682,75550,25338,,,76347,1272,45072,1651,1409,213,664,7805,369,,  ,71508,,,,  ,  ,,,,,18,,  ,,,51,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Bahia ,BA,29,7031624,5156380,1875244,945473,1303424,2907869,240431,401763,296487,1026574,102879,,,83063,69042,172556,136721,189861,37788,377,39581,32343,,  ,46840,,,,23264,  ,,,,,  ,,  ,,,  ,  ,,,,,,,,8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Minas Gerais ,MG,31,10559739,8837261,1722478,1872724,2101695,4863345,619616,968924,853258,709770,685182,,,135659,17478,173574,398126,137460,21038,3526,23968,7352,,17738,35344,,,,27178,  ,,,,,16559,,  ,,,6916,  ,,,,,,,,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Espírito Santo ,ES,32,1710729,1415810,294919,262532,328109,825236,98615,226707,141906,472,18477,,,9627,60696,134776,101877,2232,3219,  ,12966,488,,  ,9778,,,,1382,  ,,,,,1677,,  ,,,  ,  ,,,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Rio de Janeiro  ,RJ,33,9129373,7743559,1385814,1009518,2218612,4516134,473443,378616,615439,206484,381254,,,586266,118421,813331,160529,254260,71049,41847,101803,38214,,102123,11145,,,,100188,  ,,,,,27471,,  ,,,16239,  ,,,,,,,,18012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,São Paulo ,SP,35,20774991,18413248,2361743,2206419,5553966,10653898,2203758,2200842,2228334,456019,278324,,,1029448,77413,271492,505337,716940,21715,19892,48649,5806,,171421,5051,,,,198584,  ,,,,,147801,,4869,,,20698,  ,,,,,,,,41505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Paraná ,PR,41,5746397,4743804,1002593,789679,1159612,2794733,349760,426616,179125,390319,485170,,,152940,6483,369746,332998,16045,4019,560,35810,8816,,11559,2015,,,,18918,  ,,,,,691,,  ,,,  ,  ,,,,,,,,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Santa Catarina ,SC,42,3157290,2740431,416859,519419,600650,1620156,154945,509651,34923,302865,  ,,,365545,2659,154708,22857,16884,14600,1506,17076,2619,,5643,622,,,,7451,  ,,,,,1467,,26,,,2247,97,,,,,,,,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Rio Grande do Sul ,RS,43,6296021,5549281,746740,916486,1153401,3479539,675911,864399,240002,84160,24560,,,669667,16195,539646,280974,25529,9385,1980,15467,1272,,16890,3369,,,,  ,  ,,,,,  ,,  ,,,4425,  ,,,,,,,,5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Mato Grosso do Sul ,MS,50,1161054,947159,213895,156811,192166,598219,55985,208230,50853,99894,27421,,,317,32,61052,81992,60,83,2423,2590,1728,,2536,2924,,,,60,  ,,,,,  ,,  ,,,39,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Mato Grosso ,MT,51,1279042,936782,342260,165558,248910,522403,32021,74061,120303,49833,41,,,32516,34,55308,77521,75771,24,18,67,1233,,  ,1381,,,,  ,  ,,,,,  ,,  ,,,  ,  ,,,,,,,,2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Goiás ,GO,52,2622097,2121879,500218,399326,473400,1249585,123088,473188,64798,78637,204546,,,165350,3989,5238,43054,13013,627,737,29819,1343,,  ,2966,,,,247,  ,,,,,1495,,  ,,,1786,  ,,,,,,,,35664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Distrito Federal ,DF,53,1062247,915178,147069,100885,190066,624343,181699,13207,27951,54200,190504,,,10155,1852,13044,2464,7379,46964,325,24204,4055,,9227,1838,,,,1104,  ,,,,,2668,,  ,,,707,  ,,,,,,,,30796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,BRASIL ,BRASIL ,BRASIL ,94743043,77920633,16822391,12838790,19639977,45447744,5959854,9203551,6373903,5830916,3069695,,,4201563,974538,3237289,2378808,1591777,258117,77428,562121,205606,,345151,263553,,,,437468,22,,,,,207959,,5772,,,68223,1058,,,,,,,,193372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Rondônia ,RO,11,588691,429872,158819,137858,54712,237302,29833,1786,15184,11994,,,,,510,9511,78400,763,,,591,3204,,315,35651,,,,  ,  ,,,,  ,1942,,,,,,  ,,,,485,,,,34972,9596,447,2118,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Acre ,AC,12,197709,157498,40211,49978,14485,93035,7559,35586,3617,5332,,,,,  ,2921,503,1678,,,3028,  ,,312,77,,,,  ,  ,,,,  ,  ,,,,,,40,,,,  ,,,,8540,22717,161,964,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Amazonas ,AM,13,885002,670624,214378,193773,62362,414489,27866,70438,35355,94715,,,,,14589,18576,  ,7560,,,13424,2793,,11,4144,,,,1051,  ,,,,  ,1347,,,,,,1124,,,,24186,,,,5456,4586,77618,9637,  ,13,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Roraima ,RR,14,86226,68720,17506,11920,4602,52198,1104,1822,2922,3147,,,,,324,1421,13316,2549,,,30,3071,,  ,37,,,,253,  ,,,,  ,  ,,,,,,  ,,,,215,,,,661,14069,4244,3013,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Pará ,PA,15,2309791,1700199,609592,576127,164387,959685,80143,310252,35016,58306,,,,,12883,27006,158015,23474,,,64274,7712,,  ,1843,,,,  ,  ,,,,  ,  ,,,,,,11596,,,,11676,,,,64244,81249,9458,2538,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Amapá ,AP,16,135939,105937,30002,22185,9049,74703,7053,3772,3767,24590,,,,,2750,5302,5814,6878,,,85,8407,,979,  ,,,,137,90,,,,  ,108,,,,,,109,,,,160,,,,229,813,3597,  ,  ,  ,  ,  ,  ,63,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Tocantins ,TO,17,498963,372292,126671,117724,22213,232355,4772,46657,24331,14896,,,,,  ,4891,  ,500,,,  ,  ,,  ,  ,,,,  ,  ,,,,  ,  ,,,,,,  ,,,,4010,,,,25290,12165,94843,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Maranhão ,MA,21,2256792,1625575,631217,665153,152565,807857,15008,62658,22388,310310,,,,,19276,56362,  ,4865,,,573,26480,,  ,1312,,,,9756,  ,,,,  ,319,,,,,,  ,,,,  ,,,,96189,44686,131942,5733,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Piauí ,PI,22,1410051,1175355,234696,320516,94595,760244,43353,102888,87219,273861,,,,,2745,6477,  ,11017,,,23779,4736,,  ,  ,,,,  ,  ,,,,  ,  ,,,,,,  ,,,,  ,,,,31520,157965,6400,8284,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Ceará ,CE,23,3491994,2896185,595809,897479,270506,1728200,57099,330140,517354,241144,,,,,73165,156544,12506,1688,,,14944,5438,,  ,  ,,,,36806,1453,,,,  ,  ,,,,,,1695,,,,  ,,,,5353,150020,119580,658,  ,2613,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Rio Grande do Norte ,RN,24,1331039,1141250,189789,420997,118530,601723,45295,185401,52269,159753,,,,,2037,6097,19,52,,,5983,8,,  ,  ,,,,  ,  ,,,,  ,  ,,,,,,8,,,,31845,,,,81340,11573,12964,7079,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Paraíba ,PB,25,1810996,1482449,328547,527734,151257,803458,33052,235961,18529,169468,,,,,1306,186139,4518,2391,,,4994,7573,,  ,691,,,,619,  ,,,,  ,  ,,,,,,2827,,,,2197,,,,85447,45135,1079,1532,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Pernambuco ,PE,26,3885434,3250409,635025,1085032,406465,1758912,46839,189551,22091,731860,,,,,395865,52742,17163,7915,,,5755,4510,,  ,2270,,,,3860,1118,,,,1243,  ,,,,,,106847,,,,1489,,,,128430,11241,1954,21861,  ,2479,  ,  ,  ,  ,  ,  ,1829,  ,  ,,,,,,,,,,,,,,,,,
1990,Alagoas ,AL,27,1304271,1015887,288384,350737,171200,493950,2813,18812,16210,86989,,,,,1830,29551,27221,12840,,,942,181008,,  ,  ,,,,  ,  ,,,,  ,1136,,,,,,4873,,,,  ,,,,99913,  ,7512,2300,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Sergipe ,SE,28,803041,693769,109272,213174,99511,381084,36774,53512,14626,147896,,,,,2666,7915,  ,1762,,,3042,  ,,  ,19041,,,,  ,  ,,,,  ,1724,,,,,,4501,,,,  ,,,,32636,48139,3888,2419,  ,543,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Bahia ,BA,29,6019317,4732158,1287159,1672329,717534,2342295,133286,487741,159987,624667,,,,,70456,219984,128979,80068,,,31698,11157,,  ,5413,,,,8710,4310,,,,5168,  ,,,,,,18229,,,,18070,,,,137500,53350,134466,9056,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Minas Gerais ,MG,31,9492555,8158802,1333753,2520444,1385599,4252759,510113,978872,379332,412374,,,,,25907,76255,285516,309322,,,20027,12287,,  ,95832,,,,  ,12074,,,,14299,4550,,,,,,28694,,,,33407,,,,500892,159386,106691,33782,243231,  ,9916,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Espírito Santo ,ES,32,1423211,1233324,189887,404069,225945,603310,79145,179759,104613,81915,,,,,2486,51299,16578,27573,,,4696,2189,,  ,1624,,,,1658,15,,,,  ,  ,,,,,,3636,,,,  ,,,,14705,5922,25497,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Rio de Janeiro  ,RJ,33,8277296,7456214,821082,1539754,1066565,4849895,371348,316797,139715,373437,,,,,31452,1851768,370860,232111,,,41279,26385,,9808,21168,,,,10995,34258,,,,5191,12941,,,,,,98489,,,,14044,,,,246763,263654,181964,153269,  ,15117,7654,3515,  ,8332,3912,3669,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,São Paulo ,SP,35,18727014,17130890,1596124,4905821,2422709,9802360,1651532,1840721,1356049,253809,,,,,55213,315433,677929,725298,,,48874,  ,,  ,47805,,,,28947,17908,,,,  ,68614,,,,,,26394,,,,93154,,,,889655,1442157,76694,43607,  ,120173,  ,13587,8807,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Paraná ,PR,41,5112793,4399455,713338,1333165,808164,2258126,206994,466346,281183,217850,,,,,7104,151557,125667,75804,,,3158,28725,,  ,4482,,,,5072,4494,,,,  ,  ,,,,,,5469,,,,6980,,,,594563,21367,38536,12775,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Santa Catarina ,SC,42,2769517,2484551,284966,679543,388455,1416553,107493,375691,48036,314528,,,,,  ,60686,17928,54972,,,5270,3336,,  ,3871,,,,  ,  ,,,,  ,  ,,,,,,14294,,,,  ,,,,47873,357605,2556,2414,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Rio Grande do Sul ,RS,43,5750046,5224485,525561,1614588,608526,3001371,342621,875561,82801,175081,,,,,14847,638327,131280,59301,,,23286,  ,,  ,  ,,,,  ,  ,,,,  ,  ,,,,,,10249,,,,  ,,,,49483,598534,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Mato Grosso do Sul ,MS,50,1024928,859505,165423,286292,92258,480955,33593,45412,32230,27055,,,,,674,16425,134000,  ,,,668,  ,,1,1670,,,,  ,  ,,,,  ,  ,,,,,,2057,,,,129707,,,,53255,3307,  ,901,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Mato Grosso ,MT,51,1089650,824350,265300,280423,100836,443091,20257,64956,1599,126420,,,,,510,59015,70127,54146,,,513,  ,,  ,645,,,,635,  ,,,,  ,  ,,,,,,646,,,,457,,,,7655,26953,7825,732,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Goiás ,GO,52,2244631,1874519,370112,617581,157384,1099554,97835,507122,39655,18981,,,,,2345,26749,75,2068,,,29129,453,,  ,  ,,,,105858,333,,,,870,15,,,,,,1998,,,,  ,,,,69978,53567,142523,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,,
1990,Distrito Federal ,DF,53,893659,776639,117020,132141,95193,549305,135272,10439,19731,66096,,,,,15094,29125,1468,15334,,,2007,2607,,1038,2030,,,,869,2305,,,,311,1373,,,,,,44789,,,,1904,,,,44549,9440,13067,102176,  ,515,25220,  ,1269,  ,  ,  ,445,638,194,,,,,,,,,,,,,,,,,
1990,BRASIL ,BRASIL ,BRASIL ,83820556,71940913,11879643,21576537,9865607,40498769,4128052,7798653,3515809,5026474,,,,,756034,4068078,2277882,1721929,,,352049,342079,,12464,249606,,,,215226,78358,,,,27082,94069,,,,,,388564,,,,373986,,,,3357091,3609196,1205506,426848,243231,141453,42790,17102,10076,8395,3912,3669,2274,638,194,,,,,,,,,,,,,,,,,
1986,Rondônia,RO,11,447541,398097,49444,93155,31418,273524,19734,146063,,71984,,,,,7233,16921,5295,,,,968,783,,,,,,,,,,,,,,,,,,,1019,,,,,,,,,2462,362,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,
1986,Acre,AC,12,141837,127907,13930,25109,7451,95347,6418,57523,,6277,,,,,,738,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Amazonas,AM,13,651292,565283,86009,138838,38508,387937,15751,149594,,88643,,,403,,63822,50565,8419,2080,,,1119,,,,,,,,,,,,,,,,,,,,1753,,,,,,,,,2247,1016,64,,,,,,,,,,,,2378,83,,,,,,,,,,,,,,,
1986,Roraima,RR,14,52354,46227,6127,470,1952,43805,651,6013,,12042,,,,,607,1712,21013,1084,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Pará,PA,15,1730670,1529120,201550,464006,129104,936010,75591,581743,,103708,,,,,,10089,21141,,,,42,,,,,,,,,,,,,,,,,,,,7164,,,,,,,,,120464,,,,,,,,,,,,,,16068,,,,,,,,,,,,,,,,
1986,Amapá,AP,16,84459,76138,8321,1471,4827,69840,7590,23388,,31520,,,,,,5896,682,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Maranhão,MA,21,1726827,1521806,205021,446320,78785,996701,12754,304702,,495542,,,,,3191,54849,3242,3545,,,39,,,,,,,,,,,,,,,,,,,,352,,,,,,,,,115994,,,,,,,,,,,,,,2491,,,,,,,,,,,,,,,,
1986,Piauí,PI,22,1087921,1027542,60379,202255,51983,773304,16696,213733,,382812,,,,,,8967,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Ceará,CE,23,2848935,2690314,158621,674633,137170,1878511,60507,926921,,466832,,,,,14732,125994,28272,1301,,,19745,9370,,,,,,,,,,,,,,,,,,,8927,,,,,,,,,208929,6981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Rio Grande do Norte,RN,24,1068940,1026568,42372,218769,44107,763692,6217,340069,,247103,,,,,,13320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156322,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,,
1986,Paraíba,PB,25,1464338,1384349,79989,443014,60670,880665,24519,457174,,312158,,,,,2292,2297,1831,9536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Pernambuco,PE,26,3150552,2967362,183190,879274,175375,1912713,22264,879943,,795874,,,,,9732,60463,3258,8027,,,1061,24178,,,,,,,,,,,,,,,,,,,77118,,,,,,,,,6299,2458,,,,,,,,,,,,,19397,1522,,,1119,,,,,,,,,,,,
1986,Alagoas,AL,27,973747,905630,68117,334403,58948,512279,18592,236604,,188564,,,,,12694,17156,35932,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Sergipe,SE,28,631902,606064,25838,156930,32478,416656,17136,164267,,169543,,,,,16538,10257,,13217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24328,,,,,,,,,,,,,,,,,,,,,1370,,,,,,,,,
1986,Bahia,BA,29,4819792,4553623,266169,1532242,248788,2772593,68312,1505789,,867080,,,,,3508,68985,57897,,,,81694,21943,,,,,,,,,,,,,,,,,,,41491,,,,,,,,,41056,3286,,,,,,,,,,,,,6797,4755,,,,,,,,,,,,,,,
1986,Minas Gerais,MG,31,7966609,7597483,369126,2038934,444787,5113762,329764,3145123,,854873,,,,,9505,160898,136938,92441,,,7669,19865,,,,,,,,,,,,,,,,,,,33966,,,,,,,,,243658,16065,,,,,,,,,,7306,,,39710,8652,,,,,,,,7329,,,,,,,
1986,Espirito Santo,ES,32,1159546,1108293,51253,246663,55866,805764,111656,485154,,182199,,,,,3756,6562,4301,,,,,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,8899,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Rio de Janeiro,RJ,33,7143491,6857163,286328,1323723,385846,5147594,215572,1300634,,707194,,,4448,,129201,1253280,302473,509468,,,47890,7379,,,29776,,,,,,,,,,,2020,,,17611,,29163,,,,,,,,,163950,149763,37165,,1412,,,,,,,34878,,,24086,9453,12957,68121,18296,29387,28751,4169,9097,,,,,,,,
1986,São Paulo,SP,35,16010572,15452508,558064,2386987,1158927,11906594,1581237,5274397,,750566,,,50525,,120364,389520,1289272,628144,,,91189,106996,,,,,,,,,,,,,,,,,,,121231,,,,,,,,,1159767,100917,,,17404,,,,,,,,,,58354,94093,61550,,11068,,,,,,,,,,,,
1986,Paraná,PR,41,4316029,4113897,202132,710555,344428,3058914,110777,2091210,,470641,,,,,9378,163708,55203,16285,,,,6064,,,,,,,,,,,,,,,,,,,9378,,,,,,,,,87879,22522,,,,,,,,,,,,,,4232,8503,,652,,,2482,,,,,,,,,
1986,Santa Catarina,SC,42,2302270,2222495,79775,384186,123976,1714333,73399,831634,,316964,,,,,,38254,4256,,,,15732,,,,,,,,,,,,,,,,,,,,13657,,,,,,,,,416422,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Rio Grande do Sul,RS,43,4988106,4820506,167600,819810,262371,3738325,316299,1886580,,280263,,,,,30296,534604,,16238,,,27133,,,,,,,,,,,,,,,,,,,,32249,,,,,,,,,614663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Mato Grosso do Sul,MS,50,820246,768089,52157,162930,36777,568382,15558,238865,,179623,,,,,,14608,117190,,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Mato Grosso,MT,51,826886,737508,89378,225419,39216,472873,5982,290525,,103366,,,,,1602,8120,2061,24172,,,1073,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,25140,1690,,,,,,,,,,,,,8408,,,,,,,,,,,,,,,,
1986,Goiás,GO,52,2161589,2029255,132334,436566,114226,1478463,71414,941038,,131156,,,,,1586,7982,2381,2169,,,70,285,,,,,,,,,,,,,,,,,,,2360,,,,,,,,,75253,240703,,,,,,,,,,,,,,731,,,,,,,1335,,,,,,,,
1986,Distrito Federal,DF,53,732780,690364,42416,56553,41234,592577,49609,155119,,158182,,,2583,,10911,49684,8769,5697,,,,8262,,,14397,,,,,,,,,,,767,,,,,47026,,,,,,,,,10891,13048,,,2952,,,,,,,16981,,,2518,,18683,,3605,,,11027,1866,,,,,,,,
1986,BRASIL,BRASIL ,BRASIL ,69309231,65823591,3485640,14403215,4109218,47311158,3253999,22633805,,8374709,,,57959,,450948,3075429,2110467,1335139,,,297237,207903,,,44173,,,,,,,,,,,2787,,,17611,,427618,,,,,,,,,3731735,565021,37229,,21768,,,,,,,59165,,,180207,124882,101693,68121,34740,29387,28751,19048,12298,7329,,,,,,,
1982,Rondônia ,RO,11,233412,185949,47463,10820,11053,164076,5673,63517,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Acre ,AC,12,115474,86556,28918,6628,5958,73970,4524,34039,,,,,,,,  ,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Amazonas ,AM,13,542449,401125,141324,31295,21351,348479,4948,186134,,,,,,,,  ,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Roraima ,RR,14,37272,28600,8672,992,1353,26255,  ,6397,,,,,,,,348,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Pará ,PA,15,1522999,1087757,435242,117638,67930,902189,12547,453296,,,,,,,,  ,6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Amapá ,AP,16,70041,52374,17667,1392,2360,48622,1665,8391,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Maranhão ,MA,21,1447578,1057112,390466,122418,47558,887136,8497,170270,,,,,,,,12310,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Piauí ,PI,22,970888,778423,192465,83111,39815,655497,5348,246479,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Ceará ,CE,23,2498671,1956747,541924,178412,76306,1702029,8984,435541,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Rio Grande do Norte ,RN,24,955932,748854,207078,66972,29552,652330,2882,259825,,,,,,,,  ,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Paraíba ,PB,25,1275613,964252,311361,87205,41239,835808,3578,330676,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Pernambuco ,PE,26,2542935,1953216,589719,164974,94858,1693384,3789,753812,,,,,,,,  ,7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Alagoas ,AL,27,734325,564062,170263,62206,36967,464889,  ,185453,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Sergipe ,SE,28,470471,383524,86947,43466,16684,323374,1283,73187,,,,,,,,1017,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Bahia ,BA,29,4258736,3147235,1111501,394749,179416,2573070,23719,920450,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
